transID,itemID,transPrice,buyerID,sellerID,transDate,transAddress
1023,1000047,$120.00,x2019auu,x2017aof,24112021,"""Saint-PrimeQCG8J3T59407LongfellowSt."""
1024,1000049,$95.00,x2015adi,x2017ags,01012021,"""22UnionSt.LouisbourgNSB1C5K5"""
1025,1000051,$54.00,x2020aok,x2020aok,14072021,"""JuandeFucaShoreBCV0S8H97707UniversityCourt"""
1026,1000053,$60.00,x2015bbd,x2015ayu,05112021,"""1SummerhouseSt.Ste.AnneMBR5H7K4"""
1027,1000055,$28.00,x2019ahq,x2018azr,24032021,"""747WoodlandAve.St.GeorgeNBE5C9X3"""
1028,1000057,$79.00,x2015aqj,x2019bjc,15082021,"""Rivi'e8re-du-LoupQCG5R4V167AirportAve."""
1029,1000059,$29.00,x2020aki,x2016blx,17032021,"""CaraquetNBE1W5K43KirklandRd."""
1030,1000061,$97.00,x2020aub,x2016blo,12052021,"""MordenMBR6M3K29314CanterburyAve."""
1031,1000063,$51.00,x2014bjj,x2016bbu,14082021,"""TourdelaBourseQCH4Z6J4794W.MonroeStreet"""
1032,1000065,$114.00,x2017bic,x2018bdr,25052021,"""856FranklinSt.MetchosinBCV9C9G8"""
1033,1000067,$46.00,x2016aza,x2019air,23042021,"""WoodstockNBE7M9X97380MeadowAve."""
1034,1000069,$90.00,x2015arl,x2020bkq,06102021,"""StouffvilleONL4A9V38903WestMeadowCourt"""
1035,1000071,$45.00,x2015adv,x2017abs,05062021,"""InnisfilONL9S1H8269CarpenterDrive"""
1036,1000073,$25.00,x2015bgj,x2018blq,10052021,"""725CarriageCircleDoaktownNBE9C8T4"""
1037,1000075,$31.00,x2014arf,x2015bgj,12032021,"""Saint-QuentinNBE8A0A261AndoverAve."""
1038,1000077,$118.00,x2014asd,x2018bgp,13022021,"""StouffvilleONL4A9V38903WestMeadowCourt"""
1039,1000079,$70.00,x2019apr,x2016aqf,08022021,"""CaraquetNBE1W5K43KirklandRd."""
1040,1000081,$21.00,x2019bjb,x2018biw,22062021,"""7231SycamoreSt.HollandLandingONL9N9A0"""
1041,1000083,$106.00,x2016bfr,x2014ars,18052021,"""ListowelONN4W4G92GlendaleSt."""
1042,1000085,$77.00,x2017asl,x2019api,07062021,"""LepreauNBE5J0E3486UnionStreet"""
1043,1000087,$28.00,x2018blp,x2015ban,06052021,"""692ThirdDr.SelkirkMBR1A9S4"""
1044,1000089,$106.00,x2015bhs,x2019beb,06102021,"""ThompsonMBR8N3R46PurpleFinchDr."""
1045,1000091,$119.00,x2014aes,x2015adz,10092021,"""22UnionSt.LouisbourgNSB1C5K5"""
1046,1000093,$114.00,x2017asj,x2017bic,18012021,"""8829SE.SummerhouseDr.Laval-des-RapidesQCH7N0J3"""
1047,1000095,$73.00,x2016ayt,x2015ajp,13062021,"""MeadowLakeSKS9X9V3866SutorStreet"""
1048,1000097,$82.00,x2015awq,x2020bgn,10112021,"""68KetchHarbourSt.DuncanBCV9L4V1"""
1049,1000099,$89.00,x2020amg,x2018ayi,13112021,"""R'e9giond'OkaQCJ0N2J4313CreekDr."""
1050,1000101,$40.00,x2020azn,x2019bdj,03042021,"""StouffvilleONL4A9V38903WestMeadowCourt"""
1051,1000103,$115.00,x2020alg,x2020bhb,04082021,"""DeerIslandNBE5V7G371LivingstonSt."""
1052,1000105,$10.00,x2015agi,x2015awk,02062021,"""PentictonBCV2A1C437HarveyRd."""
1053,1000107,$12.00,x2019aqv,x2020ahj,06112021,"""NewGlasgowNSB2H6R17005S.BrandywineDrive"""
1054,1000109,$87.00,x2018blq,x2017amd,23002021,"""972LibertyStreetCobourgONK9A8A7"""
1055,1000111,$85.00,x2020awa,x2020ams,21032021,"""AthabascaABT9S6Y4886WakehurstSt."""
1056,1000113,$100.00,x2017acc,x2015aax,01032021,"""CentrevilleNBE7K8H4564W.PhilmontSt."""
1057,1000115,$24.00,x2019azv,x2015ard,02052021,"""LaBaieQCG7B7N28861DepotSt."""
1058,1000117,$38.00,x2020bda,x2019akv,02042021,"""CoverdaleNBE1J6E2170EastGartnerAve."""
1059,1000119,$57.00,x2017bep,x2014aag,16082021,"""Cap-RougeQCG1Y8A4169EastValleyViewSt."""
1060,1000121,$102.00,x2017adb,x2018acn,09062021,"""KingstonONK7K2M8370GoldenStarAve."""
1061,1000123,$40.00,x2020bcb,x2016ayt,13092021,"""AthabascaABT9S6Y4886WakehurstSt."""
1062,1000125,$92.00,x2018aak,x2015ban,18022021,"""PerthONK7H3A5636ChestnutSt."""
1063,1000127,$105.00,x2020atu,x2018ama,15022021,"""ListowelONN4W4G92GlendaleSt."""
1064,1000129,$108.00,x2016azz,x2017bii,01042021,"""9810FairgroundAvenueGreelyONK4P4M4"""
1065,1000131,$46.00,x2017bdy,x2015aqz,07032021,"""ChristmasIslandNSB1T9G077CoffeeDr."""
1066,1000133,$57.00,x2015awm,x2020bam,02092021,"""DelhiONN4B8N59108OakwoodRd."""
1067,1000135,$73.00,x2017bef,x2018aro,22062021,"""95EastArcadiaSt.LachuteQCJ8H9G4"""
1068,1000137,$36.00,x2016apz,x2014asd,06012021,"""296W.YoungDriveQuesnelBCV2J8V4"""
1069,1000139,$12.00,x2015ami,x2020bjp,05082021,"""62RidgeStreetBouchervilleQCJ4B5S2"""
1070,1000141,$60.00,x2019aff,x2014bgt,21112021,"""ManitoulinONP0P3C37985AcademyDrive"""
1071,1000143,$49.00,x2014arj,x2014ass,02042021,"""DorvalOutskirtsQCH9P9S57564LongbranchRd."""
1072,1000145,$25.00,x2015adz,x2020arm,05052021,"""762TempleSt.LaPlaineQCJ7M5E7"""
1073,1000147,$25.00,x2016bel,x2016axt,06082021,"""HantsCountyNSB0N8H5764SnakeHillDrive"""
1074,1000149,$25.00,x2020afh,x2016awx,14012021,"""296W.YoungDriveQuesnelBCV2J8V4"""
1075,1000151,$12.00,x2014bhl,x2017bdy,03052021,"""HantsCountyNSB0N8H5764SnakeHillDrive"""
1076,1000153,$115.00,x2018axp,x2017abe,10042021,"""CranbrookBCV1C6H68691FultonStreet"""
1077,1000155,$28.00,x2019acr,x2019awf,14102021,"""8953NorthSpruceSt.Masson-AngersQCJ8M6L5"""
1078,1000157,$49.00,x2015bcq,x2017apw,06112021,"""Sainte-JulieQCJ3E1G288RyanAve."""
1079,1000159,$14.00,x2018avn,x2016atl,13042021,"""YoungsCoveNBE4C9R753EdgewoodSt."""
1080,1000161,$38.00,x2014bhe,x2018ago,02032021,"""8953NorthSpruceSt.Masson-AngersQCJ8M6L5"""
1081,1000163,$77.00,x2016bhc,x2016awp,05062021,"""HamptonNBE5N4X645SheffieldAve."""
1082,1000165,$107.00,x2020bax,x2016agj,05022021,"""856FranklinSt.MetchosinBCV9C9G8"""
1083,1000167,$60.00,x2014axf,x2020bam,04082021,"""'celes-LavalQCH7Y5B648AndoverStreet"""
1084,1000169,$40.00,x2017ave,x2020avs,20002021,"""HantsCountyNSB0N8H5764SnakeHillDrive"""
1085,1000171,$86.00,x2019ahh,x2014bkx,05092021,"""Saint-QuentinNBE8A0A261AndoverAve."""
1086,1000173,$37.00,x2020bfy,x2020azu,19022021,"""Rivi'e8re-du-LoupQCG5R4V167AirportAve."""
1087,1000175,$107.00,x2016awl,x2020bbj,16052021,"""7569YoungLaneWhiteRockBCV4B7H9"""
1088,1000177,$114.00,x2017acj,x2018ack,23082021,"""9810FairgroundAvenueGreelyONK4P4M4"""
1089,1000179,$13.00,x2020asa,x2019bbb,08082021,"""68KetchHarbourSt.DuncanBCV9L4V1"""
1090,1000181,$74.00,x2017asb,x2015bhs,08052021,"""HamiltonONL8E6H01AirportStreet"""
1091,1000183,$74.00,x2018axp,x2017bic,20102021,"""CranbrookBCV1C6H68691FultonStreet"""
1092,1000185,$118.00,x2019axq,x2017atc,14002021,"""Saint-QuentinNBE8A0A261AndoverAve."""
1093,1000187,$62.00,x2014ajr,x2015anb,15012021,"""JuandeFucaShoreBCV0S8H97707UniversityCourt"""
1094,1000189,$10.00,x2017blj,x2019bhn,04082021,"""ComoxBCV9M6C584BrownSt."""
1095,1000191,$117.00,x2015bdn,x2020aft,11092021,"""725CarriageCircleDoaktownNBE9C8T4"""
1096,1000193,$84.00,x2018avm,x2014aoz,04032021,"""CaraquetNBE1W5K43KirklandRd."""
1097,1000195,$48.00,x2019beb,x2019ayd,11002021,"""InnisfilONL9S1H8269CarpenterDrive"""
1098,1000197,$35.00,x2015bdw,x2016bie,16062021,"""95EastArcadiaSt.LachuteQCJ8H9G4"""
1099,1000199,$78.00,x2015akk,x2020adn,23022021,"""7149WilliamSt.QuispamsisNBE2G6Y5"""
1100,1000201,$66.00,x2014bkx,x2014amn,10062021,"""7526AddisonStreetGagetownNBE5M9S2"""
1101,1000203,$46.00,x2014bka,x2015bcl,08012021,"""TourdelaBourseQCH4Z6J4794W.MonroeStreet"""
1102,1000205,$94.00,x2020aqu,x2017acj,20082021,"""PentictonBCV2A1C437HarveyRd."""
1103,1000207,$36.00,x2016aoo,x2016bei,20042021,"""692ThirdDr.SelkirkMBR1A9S4"""
1104,1000209,$51.00,x2015afb,x2016ask,12062021,"""KananaskisCountryABT0L5L530OakMeadowAve."""
1105,1000211,$79.00,x2016ahp,x2019asy,15102021,"""QueensCountyNSB0T0L851PiperStreet"""
1106,1000213,$101.00,x2018asq,x2019axq,21022021,"""AntigonishNSB2G8T97RockvilleSt."""
1107,1000215,$116.00,x2020aae,x2017aij,15112021,"""42PrimroseSt.ChelseaQCJ9B6T4"""
1108,1000217,$78.00,x2019atr,x2015ajx,16042021,"""95EastArcadiaSt.LachuteQCJ8H9G4"""
1109,1000219,$25.00,x2020adn,x2020azx,11032021,"""CentrevilleNBE7K8H4564W.PhilmontSt."""
1110,1000221,$46.00,x2019aex,x2020akj,06072021,"""InnisfilONL9S1H8269CarpenterDrive"""
1111,1000223,$82.00,x2019asy,x2018arc,13012021,"""TorbayLBA1K2E09812E.3rdAve."""
1112,1000225,$106.00,x2018bdr,x2014arj,24102021,"""TourdelaBourseQCH4Z6J4794W.MonroeStreet"""
1113,1000227,$56.00,x2019atj,x2016bja,13112021,"""ListowelONN4W4G92GlendaleSt."""
1114,1000229,$97.00,x2019bks,x2016ahs,09042021,"""LepreauNBE5J0E3486UnionStreet"""
1115,1000231,$61.00,x2016amu,x2017awz,22002021,"""9810FairgroundAvenueGreelyONK4P4M4"""
1116,1000233,$61.00,x2017bii,x2017aic,15082021,"""762TempleSt.LaPlaineQCJ7M5E7"""
1117,1000235,$100.00,x2019apu,x2019ahh,17072021,"""DauphinMBR7N1N54EastChestnutStreet"""
1118,1000237,$16.00,x2016aat,x2015aqj,05092021,"""972LibertyStreetCobourgONK9A8A7"""
1119,1000239,$114.00,x2018art,x2015ato,05022021,"""CarbonearLBA1Y5H172ParkerDr."""
1120,1000241,$72.00,x2015aqa,x2018akl,05112021,"""HantsCountyNSB0N8H5764SnakeHillDrive"""
1121,1000243,$29.00,x2018bdt,x2020afh,05072021,"""LaBaieQCG7B7N28861DepotSt."""
1122,1000245,$83.00,x2020bmf,x2015bkh,25012021,"""JolietteQCJ6E6E87905SpringAve."""
1123,1000247,$113.00,x2018ajy,x2019bhg,19112021,"""725CarriageCircleDoaktownNBE9C8T4"""
1124,1000249,$89.00,x2015adz,x2017bbn,13002021,"""762TempleSt.LaPlaineQCJ7M5E7"""
1125,1000251,$92.00,x2016blg,x2018apm,03102021,"""KananaskisCountryABT0L5L530OakMeadowAve."""
1126,1000253,$112.00,x2015blt,x2017bkf,02042021,"""7231SycamoreSt.HollandLandingONL9N9A0"""
1127,1000255,$45.00,x2020aft,x2015ash,22052021,"""22UnionSt.LouisbourgNSB1C5K5"""
1128,1000257,$35.00,x2020awi,x2014ajk,21082021,"""AntigonishNSB2G8T97RockvilleSt."""
1129,1000259,$105.00,x2014bjy,x2015bhu,09042021,"""856FranklinSt.MetchosinBCV9C9G8"""
1130,1000261,$70.00,x2020adw,x2019acx,15112021,"""7526AddisonStreetGagetownNBE5M9S2"""
1131,1000263,$49.00,x2016ahm,x2017bay,02022021,"""7231SycamoreSt.HollandLandingONL9N9A0"""
1132,1000265,$77.00,x2016aot,x2020acz,06062021,"""MapleONL6A0N79569CemeteryAve."""
1133,1000267,$32.00,x2016aek,x2016bds,05062021,"""CoverdaleNBE1J6E2170EastGartnerAve."""
1134,1000269,$51.00,x2014adf,x2014avv,12062021,"""CentrevilleNBE7K8H4564W.PhilmontSt."""
1135,1000271,$38.00,x2019ayx,x2015adv,06012021,"""62RidgeStreetBouchervilleQCJ4B5S2"""
1136,1000273,$63.00,x2019auu,x2019aqx,19002021,"""Saint-PrimeQCG8J3T59407LongfellowSt."""
1137,1000275,$21.00,x2014agz,x2020bax,19092021,"""42PrimroseSt.ChelseaQCJ9B6T4"""
1138,1000277,$45.00,x2017aca,x2019ajg,19102021,"""68KetchHarbourSt.DuncanBCV9L4V1"""
1139,1000279,$113.00,x2020adc,x2016aqq,04032021,"""LaBaieQCG7B7N28861DepotSt."""
1140,1000281,$37.00,x2019aui,x2015aux,15092021,"""HantsCountyNSB0N8H5764SnakeHillDrive"""
1141,1000283,$103.00,x2018acn,x2015ash,02042021,"""NepeanONK2G5X2735PendergastStreet"""
1142,1000285,$41.00,x2018alq,x2017aun,11092021,"""ManitoulinONP0P3C37985AcademyDrive"""
1143,1000287,$55.00,x2015bgy,x2018bih,08092021,"""Saint-PrimeQCG8J3T59407LongfellowSt."""
1144,1000289,$90.00,x2015bcc,x2016axt,01052021,"""68KetchHarbourSt.DuncanBCV9L4V1"""
1145,1000291,$68.00,x2014bhw,x2014bke,18062021,"""SturgeonFallsONP2B5T472GardenDr."""
1146,1000293,$15.00,x2016arb,x2019azv,17002021,"""SturgeonFallsONP2B5T472GardenDr."""
1147,1000295,$58.00,x2016beo,x2018axd,22112021,"""7526AddisonStreetGagetownNBE5M9S2"""
1148,1000297,$18.00,x2015adx,x2017amd,07092021,"""JolietteQCJ6E6E87905SpringAve."""
1149,1000299,$31.00,x2017aai,x2019bfd,24112021,"""1SummerhouseSt.Ste.AnneMBR5H7K4"""
1150,1000301,$66.00,x2019bgo,x2014ahg,22082021,"""42PrimroseSt.ChelseaQCJ9B6T4"""
1151,1000303,$31.00,x2017bbc,x2016aat,02012021,"""Saint-PrimeQCG8J3T59407LongfellowSt."""
1152,1000305,$93.00,x2015adv,x2018ahi,19032021,"""InnisfilONL9S1H8269CarpenterDrive"""
1153,1000307,$49.00,x2019bjl,x2014ahy,03072021,"""ThompsonMBR8N3R46PurpleFinchDr."""
1154,1000309,$51.00,x2015afp,x2020bec,08012021,"""CourticeONL1E5G58973WestMilesAve."""
1155,1000311,$81.00,x2014aeh,x2016bik,01052021,"""Saint-QuentinNBE8A0A261AndoverAve."""
1156,1000313,$75.00,x2015bem,x2015aaw,16032021,"""8953NorthSpruceSt.Masson-AngersQCJ8M6L5"""
1157,1000315,$42.00,x2016apf,x2017abn,08112021,"""HamiltonONL8E6H01AirportStreet"""
1158,1000317,$89.00,x2016blm,x2019akv,06032021,"""InnisfilONL9S1H8269CarpenterDrive"""
1159,1000319,$84.00,x2014axs,x2018ajw,19002021,"""InnisfilONL9S1H8269CarpenterDrive"""
1160,1000321,$14.00,x2019aur,x2014bka,04082021,"""DauphinMBR7N1N54EastChestnutStreet"""
1161,1000323,$51.00,x2018blf,x2019aex,22092021,"""9CatherineSt.WolfvilleNSB4P2J7"""
1162,1000325,$85.00,x2014bjx,x2017bkg,11072021,"""MeadowLakeSKS9X9V3866SutorStreet"""
1163,1000327,$11.00,x2015bht,x2016afe,24102021,"""WestElmwoodSt.Val-d'OrQCJ9P7P7"""
1164,1000329,$16.00,x2015ajx,x2017blj,08052021,"""ListowelONN4W4G92GlendaleSt."""
1165,1000331,$45.00,x2020bkt,x2016aif,06002021,"""856FranklinSt.MetchosinBCV9C9G8"""
1166,1000333,$91.00,x2019beb,x2018atm,22112021,"""InnisfilONL9S1H8269CarpenterDrive"""
1167,1000335,$73.00,x2018aup,x2016beq,20082021,522AddisonCourtUnit77
1168,1000337,$83.00,x2017ayc,x2018aez,11082021,"""ListowelONN4W4G92GlendaleSt."""
1169,1000339,$25.00,x2017bla,x2020bfz,09062021,"""ElginONN0L7P922DunbarSt."""
1170,1000341,$10.00,x2018ama,x2017axk,14022021,"""Gasp'e9sie-SudQCG0C8B8718LeatherwoodSt."""
1171,1000343,$97.00,x2015axv,x2019aff,01012021,522AddisonCourtUnit77
1172,1000345,$28.00,x2015ako,x2020apk,10102021,"""762TempleSt.LaPlaineQCJ7M5E7"""
1173,1000347,$110.00,x2015bhu,x2018bfv,05102021,"""MapleONL6A0N79569CemeteryAve."""
1174,1000349,$63.00,x2019akv,x2017bix,22092021,"""YoungsCoveNBE4C9R753EdgewoodSt."""
1175,1000351,$27.00,x2014ayj,x2015blt,05102021,"""QueensCountyNSB0T0L851PiperStreet"""
1176,1000353,$20.00,x2017atc,x2015bem,21052021,"""692ThirdDr.SelkirkMBR1A9S4"""
1177,1000355,$114.00,x2018ajw,x2019ahq,20112021,"""51ArcadiaSt.DebecNBE7N7L2"""
1178,1000357,$80.00,x2020axu,x2017axi,18042021,"""1SummerhouseSt.Ste.AnneMBR5H7K4"""
1179,1000359,$17.00,x2016amh,x2016bey,16032021,"""62RidgeStreetBouchervilleQCJ4B5S2"""
1180,1000361,$50.00,x2017alw,x2019axw,15072021,"""7526AddisonStreetGagetownNBE5M9S2"""
1181,1000363,$78.00,x2017ake,x2019aff,24072021,"""YoungsCoveNBE4C9R753EdgewoodSt."""
1182,1000365,$105.00,x2015ban,x2020awa,19052021,"""947SouthamptonCourtIngersollONN5C2E9"""
1183,1000367,$26.00,x2019akd,x2017blw,17052021,"""KananaskisCountryABT0L5L530OakMeadowAve."""
1184,1000369,$50.00,x2019anv,x2015bch,14072021,"""762TempleSt.LaPlaineQCJ7M5E7"""
1185,1000371,$40.00,x2019bjl,x2018beg,25062021,"""ThompsonMBR8N3R46PurpleFinchDr."""
1186,1000373,$45.00,x2016ask,x2017ale,01032021,"""692ThirdDr.SelkirkMBR1A9S4"""
1187,1000375,$75.00,x2014aud,x2017aof,13052021,"""ChristmasIslandNSB1T9G077CoffeeDr."""
1188,1000377,$30.00,x2019aix,x2017aie,09092021,"""Saint-PrimeQCG8J3T59407LongfellowSt."""
1189,1000379,$32.00,x2015ako,x2020bgu,15032021,"""762TempleSt.LaPlaineQCJ7M5E7"""
1190,1000381,$111.00,x2019ava,x2017bdu,15112021,"""PentictonBCV2A1C437HarveyRd."""
1191,1000383,$74.00,x2017baw,x2017bbc,13042021,"""GananoqueONK7G8R58044LoganStreet"""
1192,1000385,$13.00,x2020aih,x2014aks,24052021,"""296W.YoungDriveQuesnelBCV2J8V4"""
1193,1000387,$115.00,x2017auh,x2016asv,03102021,"""ElginONN0L7P922DunbarSt."""
1194,1000389,$98.00,x2019ark,x2015arl,03112021,"""CarbonearLBA1Y5H172ParkerDr."""
1195,1000391,$14.00,x2017act,x2019ajg,13042021,"""TaberABT1G6G283SouthIroquoisSt."""
1196,1000393,$44.00,x2014ahy,x2017abf,15002021,"""7149WilliamSt.QuispamsisNBE2G6Y5"""
1197,1000395,$108.00,x2015anz,x2019ayl,22022021,"""ChristmasIslandNSB1T9G077CoffeeDr."""
1198,1000397,$95.00,x2018amq,x2019aqk,16022021,"""DelhiONN4B8N59108OakwoodRd."""
1199,1000399,$34.00,x2020bfq,x2018bdc,17102021,"""91OverlookAve.Saint-AntoineNBE4V9J8"""
1200,1000401,$102.00,x2017axz,x2018ajf,11082021,"""ChristmasIslandNSB1T9G077CoffeeDr."""
1201,1000403,$70.00,x2015bfl,x2016azz,18052021,"""91OverlookAve.Saint-AntoineNBE4V9J8"""
1202,1000405,$109.00,x2017bjk,x2014asn,25042021,"""QueensCountyNSB0T0L851PiperStreet"""
1203,1000407,$77.00,x2017age,x2015bhs,07012021,"""530WestTalbotDriveKentvilleNSB4N5E6"""
1204,1000409,$47.00,x2020bjp,x2016aug,11042021,"""Saint-QuentinNBE8A0A261AndoverAve."""
1205,1000411,$71.00,x2016aum,x2015ase,07032021,"""AlbanelQCG8M5B69HawthorneSt."""
1206,1000413,$49.00,x2016ahn,x2015biu,09092021,"""AthabascaABT9S6Y4886WakehurstSt."""
1207,1000415,$31.00,x2015afj,x2014bjx,13092021,"""747WoodlandAve.St.GeorgeNBE5C9X3"""
1208,1000417,$36.00,x2018blz,x2017aig,19002021,"""StouffvilleONL4A9V38903WestMeadowCourt"""
1209,1000419,$30.00,x2017abx,x2017atc,08062021,"""CarbonearLBA1Y5H172ParkerDr."""
1210,1000421,$115.00,x2018acs,x2020awa,05072021,"""DeerIslandNBE5V7G371LivingstonSt."""
1211,1000423,$107.00,x2015agx,x2015aku,08112021,"""7231SycamoreSt.HollandLandingONL9N9A0"""
1212,1000425,$73.00,x2017auj,x2019akr,07072021,"""95EastArcadiaSt.LachuteQCJ8H9G4"""
1213,1000427,$19.00,x2017ait,x2020alg,08092021,"""51ArcadiaSt.DebecNBE7N7L2"""
1214,1000429,$60.00,x2018bdt,x2020atf,17012021,"""LaBaieQCG7B7N28861DepotSt."""
1215,1000431,$35.00,x2017afv,x2015alp,15112021,"""StouffvilleONL4A9V38903WestMeadowCourt"""
1216,1000433,$11.00,x2014ain,x2017azo,15012021,"""CranbrookBCV1C6H68691FultonStreet"""
1217,1000435,$15.00,x2019ayq,x2016aqp,10082021,"""CentrevilleNBE7K8H4564W.PhilmontSt."""
1218,1000437,$111.00,x2016avj,x2018bgp,23052021,"""WestElmwoodSt.Val-d'OrQCJ9P7P7"""
1219,1000439,$68.00,x2014bgs,x2019bbs,07012021,"""HantsCountyNSB0N8H5764SnakeHillDrive"""
1220,1000441,$111.00,x2014bcr,x2020bkq,17082021,"""PerthONK7H3A5636ChestnutSt."""
1221,1000443,$96.00,x2020bhv,x2015aiq,05082021,"""HantsCountyNSB0N8H5764SnakeHillDrive"""
1222,1000445,$64.00,x2020bfn,x2017auh,05072021,"""ThompsonMBR8N3R46PurpleFinchDr."""
1223,1000447,$28.00,x2020ahj,x2015bas,17022021,"""22UnionSt.LouisbourgNSB1C5K5"""
1224,1000449,$32.00,x2019aqk,x2017aai,17072021,"""Laterri'e8reQCG7N4R11GrandStreet"""
1225,1000451,$47.00,x2018bdc,x2019axw,05092021,"""9810FairgroundAvenueGreelyONK4P4M4"""
1226,1000453,$63.00,x2015aux,x2016bbp,22092021,"""DeerIslandNBE5V7G371LivingstonSt."""
1227,1000455,$61.00,x2015afp,x2015aei,06092021,"""CourticeONL1E5G58973WestMilesAve."""
1228,1000457,$93.00,x2015amt,x2018asq,25012021,"""LadysmithBCV9G5M666LowerRiverDrive"""
1229,1000459,$67.00,x2017act,x2015ahr,22012021,"""TaberABT1G6G283SouthIroquoisSt."""
1230,1000461,$82.00,x2020bfz,x2017blw,17092021,"""HawkesburyONK6A6V9588PurpleFinchRoad"""
1231,1000463,$59.00,x2014bkx,x2018acv,14042021,"""7526AddisonStreetGagetownNBE5M9S2"""
1232,1000465,$75.00,x2019anv,x2017bfs,11102021,"""762TempleSt.LaPlaineQCJ7M5E7"""
1233,1000467,$88.00,x2020bhr,x2019akv,07102021,"""CaraquetNBE1W5K43KirklandRd."""
1234,1000469,$105.00,x2018apa,x2016bkz,14002021,"""PonokaABT4J2V064HomesteadAve."""
1235,1000471,$84.00,x2020bac,x2015bas,15052021,"""PentictonBCV2A1C437HarveyRd."""
1236,1000473,$78.00,x2018akp,x2016aqb,11002021,"""7231SycamoreSt.HollandLandingONL9N9A0"""
1237,1000475,$85.00,x2020aaq,x2014ble,13112021,"""DelhiONN4B8N59108OakwoodRd."""
1238,1000477,$47.00,x2017bfs,x2018avl,16092021,"""DorvalOutskirtsQCH9P9S57564LongbranchRd."""
1239,1000479,$38.00,x2020alf,x2020aqg,16022021,"""SturgeonFallsONP2B5T472GardenDr."""
1240,1000481,$86.00,x2019aex,x2016bio,25102021,"""InnisfilONL9S1H8269CarpenterDrive"""
1241,1000483,$93.00,x2015arq,x2015biv,10022021,"""WestElmwoodSt.Val-d'OrQCJ9P7P7"""
1242,1000485,$29.00,x2017aml,x2016aqf,11082021,"""91OverlookAve.Saint-AntoineNBE4V9J8"""
1243,1000487,$43.00,x2020adw,x2016auk,10072021,"""7526AddisonStreetGagetownNBE5M9S2"""
1244,1000489,$63.00,x2019bhm,x2020ajh,08002021,"""7569YoungLaneWhiteRockBCV4B7H9"""
1245,1000491,$88.00,x2015avk,x2018are,16072021,"""CampobelloIslandNBE5E7V99933GreenviewSt."""
1246,1000493,$21.00,x2019akr,x2018biz,25112021,"""DelhiONN4B8N59108OakwoodRd."""
1247,1000495,$97.00,x2020azi,x2015aax,20022021,"""TorbayLBA1K2E09812E.3rdAve."""
1248,1000497,$60.00,x2020alu,x2020asa,13082021,"""Cap-RougeQCG1Y8A4169EastValleyViewSt."""
1249,1000499,$38.00,x2020awo,x2016bcf,23002021,"""762TempleSt.LaPlaineQCJ7M5E7"""
1250,1000501,$65.00,x2014axf,x2018azr,08002021,"""'celes-LavalQCH7Y5B648AndoverStreet"""
1251,1000503,$112.00,x2018ajy,x2019bml,02002021,"""725CarriageCircleDoaktownNBE9C8T4"""
