shipmentID,ItemID,userID,userAddress,recyclerAddress,DateShipped,DateRecieved
4537649,,x2020axo,FortSt.John BCV1J1Y4838WalnutSt.,"68KetchHarbourSt.Duncan,BCV9L4V1",6052015,9052015
4562263,,x2015ans,NewGlasgow NSB2H6R17005S.BrandywineDrive,"Hampton,NBE5N4X645SheffieldAve.",20102019,23102019
3217925,,x2017anq,JuandeFucaShore BCV0S8H97707UniversityCourt,"68KetchHarbourSt.Duncan,BCV9L4V1",19112017,22112017
3149011,,x2017arg,95EastArcadiaSt.Lachute QCJ8H9G4,"692ThirdDr.Selkirk,MBR1A9S4",5022020,8022020
4050399,,x2020aki,Caraquet NBE1W5K43KirklandRd.,"Woodstock,NBE7M9X97380MeadowAve.",15092019,18092019
3385102,,x2018apy,HantsCounty NSB0N8H5764SnakeHillDrive,"Laterri'e8re,QCG7N4R11GrandStreet",11022015,14022015
4446906,,x2016ast,Rivi'e8re-du-Loup QCG5R4V167AirportAve.,"Maple,ONL6A0N79569CemeteryAve.",9082018,12082018
2540268,,x2019agw,Courtice ONL1E5G58973WestMilesAve.,"Athabasca,ABT9S6Y4886WakehurstSt.",19082020,22082020
3090550,,x2016apz,296W.YoungDriveQuesnel BCV2J8V4,"7526AddisonStreetGagetown,NBE5M9S2",15032020,18032020
2709800,,x2014axe,7149WilliamSt.Quispamsis NBE2G6Y5,"Delhi,ONN4B8N59108OakwoodRd.",14052015,16052015
3632619,,x2019ayq,Centreville NBE7K8H4564W.PhilmontSt.,"Rivi'e8re-du-Loup,QCG5R4V167AirportAve.",3032017,6032017
4092707,,x2018aan,Hawkesbury ONK6A6V9588PurpleFinchRoad,"MeadowLake,SKS9X9V3866SutorStreet",15102015,17102015
2689706,,x2014bgt,856FranklinSt.Metchosin BCV9C9G8,"762TempleSt.LaPlaine,QCJ7M5E7",17082016,20082016
3396571,,x2017blv,530WestTalbotDriveKentville NSB4N5E6,"972LibertyStreetCobourg,ONK9A8A7",15072018,18072018
3303421,,x2016bkw,DufferinCounty ONL0N0L985CrescentLane,"Elgin,ONN0L7P922DunbarSt.",17072020,20072020
4254535,,x2020bkt,856FranklinSt.Metchosin BCV9C9G8,"7569YoungLaneWhiteRock,BCV4B7H9",12092017,15092017
4478678,,x2014aze,Maple ONL6A0N79569CemeteryAve.,"DorvalOutskirts,QCH9P9S57564LongbranchRd.",2082019,5082019
4176799,,x2017bkp,Carbonear LBA1Y5H172ParkerDr.,"Morden,MBR6M3K29314CanterburyAve.",16032019,19032019
2986484,,x2016afr,856FranklinSt.Metchosin BCV9C9G8,"91OverlookAve.Saint-Antoine,NBE4V9J8",11042015,14042015
3634888,,x2016ayo,530WestTalbotDriveKentville NSB4N5E6,"Taber,ABT1G6G283SouthIroquoisSt.",18042015,21042015
3870309,,x2020azn,Stouffville ONL4A9V38903WestMeadowCourt,"Thompson,MBR8N3R46PurpleFinchDr.",13032015,15032015
2572664,,x2017aeu,7149WilliamSt.Quispamsis NBE2G6Y5,"9CatherineSt.Wolfville,NSB4P2J7",7092015,10092015
3745693,,x2014asd,Stouffville ONL4A9V38903WestMeadowCourt,"91OverlookAve.Saint-Antoine,NBE4V9J8",4102019,7102019
3203630,,x2018ael,Dauphin MBR7N1N54EastChestnutStreet,"Appalaches,QCG0R4C78435RockawayCircle",7072015,10072015
2759155,,x2020adw,7526AddisonStreetGagetown NBE5M9S2,"HantsCounty,NSB0N8H5764SnakeHillDrive",15052018,18052018
3062166,,x2016bey,Gananoque ONK7G8R58044LoganStreet,"68KetchHarbourSt.Duncan,BCV9L4V1",6032017,9032017
3311073,,x2019ant,Vermilion ABT9X7N37568ThompsonStreet,"Maple,ONL6A0N79569CemeteryAve.",9112015,12112015
3472275,,x2020bec,Carbonear LBA1Y5H172ParkerDr.,"8953NorthSpruceSt.Masson-Angers,QCJ8M6L5",13012018,15012018
2891684,,x2017abk,Thompson MBR8N3R46PurpleFinchDr.,"YoungsCove,NBE4C9R753EdgewoodSt.",3022020,6022020
3273545,,x2017afq,Gananoque ONK7G8R58044LoganStreet,"Athabasca,ABT9S6Y4886WakehurstSt.",2082015,5082015
2979829,,x2018apa,Ponoka ABT4J2V064HomesteadAve.,"Delhi,ONN4B8N59108OakwoodRd.",14042018,16042018
3234639,,x2015aoy,Delhi ONN4B8N59108OakwoodRd.,"51ArcadiaSt.Debec,NBE7N7L2",11102017,14102017
2797003,,x2017aau,Laterri'e8re QCG7N4R11GrandStreet,"Penticton,BCV2A1C437HarveyRd.",18042019,21042019
3272078,,x2019bks,Lepreau NBE5J0E3486UnionStreet,"Taber,ABT1G6G283SouthIroquoisSt.",11012016,14012016
3434380,,x2017aru,Appalaches QCG0R4C78435RockawayCircle,"Perth,ONK7H3A5636ChestnutSt.",17032016,20032016
3912207,,x2016bcv,Hamilton ONL8E6H01AirportStreet,"Kincardine,ONN2Z1S68037E.RaceAve.",5082017,8082017
2884975,,x2020bhi,95EastArcadiaSt.Lachute QCJ8H9G4,"296W.YoungDriveQuesnel,BCV2J8V4",15042016,18042016
2995265,,x2016ads,Athabasca ABT9S6Y4886WakehurstSt.,"7149WilliamSt.Quispamsis,NBE2G6Y5",6052017,9052017
3258148,,x2015adv,Innisfil ONL9S1H8269CarpenterDrive,"62RidgeStreetBoucherville,QCJ4B5S2",15012020,18012020
2397691,,x2015bfl,91OverlookAve.Saint-Antoine NBE4V9J8,"DufferinCounty,ONL0N0L985CrescentLane",17022018,20022018
2437813,,x2016bio,22UnionSt.Louisbourg NSB1C5K5,"Stouffville,ONL4A9V38903WestMeadowCourt",16022018,19022018
3104854,,x2017ale,95EastArcadiaSt.Lachute QCJ8H9G4,"CampobelloIsland,NBE5E7V99933GreenviewSt.",14102016,16102016
2941984,,x2016aot,Maple ONL6A0N79569CemeteryAve.,"Perth,ONK7H3A5636ChestnutSt.",16082018,19082018
3483592,,x2017bbm,DorvalOutskirts QCH9P9S57564LongbranchRd.,"QueensCounty,NSB0T0L851PiperStreet",13062018,15062018
3165929,,x2020apv,ChristmasIsland NSB1T9G077CoffeeDr.,"L'Erable,QCG0Y8C4456LakeviewRoad",8072020,11072020
2456724,,x2018azm,8953NorthSpruceSt.Masson-Angers QCJ8M6L5,"JuandeFucaShore,BCV0S8H97707UniversityCourt",20032017,23032017
3179528,,x2016aug,Manitoulin ONP0P3C37985AcademyDrive,"QueensCounty,NSB0T0L851PiperStreet",13062017,15062017
2717927,,x2014bfe,Sainte-Julie QCJ3E1G288RyanAve.,"Joliette,QCJ6E6E87905SpringAve.",15112016,17112016
3395579,,x2020aok,JuandeFucaShore BCV0S8H97707UniversityCourt,"Comox,BCV9M6C584BrownSt.",12032017,15032017
2720402,,x2016bhd,Sainte-Julie QCJ3E1G288RyanAve.,"Vermilion,ABT9X7N37568ThompsonStreet",15102020,18102020
2887762,,x2016aek,Coverdale NBE1J6E2170EastGartnerAve.,"'celes-Laval,QCH7Y5B648AndoverStreet",4072017,7072017
2841331,,x2019axw,Joliette QCJ6E6E87905SpringAve.,"Listowel,ONN4W4G92GlendaleSt.",9052016,12052016
4502661,,x2014adf,Centreville NBE7K8H4564W.PhilmontSt.,"'celes-Laval,QCH7Y5B648AndoverStreet",12052015,15052015
2872579,,x2020acz,425E.KetchHarbourDr.FortFrances ONP9A3V9,"Vermilion,ABT9X7N37568ThompsonStreet",15032020,17032020
4479165,,x2020awo,762TempleSt.LaPlaine QCJ7M5E7,"7231SycamoreSt.HollandLanding,ONL9N9A0",6072019,9072019
2448312,,x2016aav,Manitoulin ONP0P3C37985AcademyDrive,"L'Erable,QCG0Y8C4456LakeviewRoad",19032017,22032017
3672875,,x2018alc,CampobelloIsland NBE5E7V99933GreenviewSt.,"Joliette,QCJ6E6E87905SpringAve.",18042017,21042017
3649325,,x2018auc,JuandeFucaShore BCV0S8H97707UniversityCourt,"HantsCounty,NSB0N8H5764SnakeHillDrive",3092018,6092018
4062096,,x2018baa,Hampton NBE5N4X645SheffieldAve.,"Hawkesbury,ONK6A6V9588PurpleFinchRoad",15042017,17042017
4020560,,x2017agv,SturgeonFalls ONP2B5T472GardenDr.,"Kincardine,ONN2Z1S68037E.RaceAve.",9112018,12112018
3486576,,x2016afr,856FranklinSt.Metchosin BCV9C9G8,"Taber,ABT1G6G283SouthIroquoisSt.",2032016,5032016
2775159,,x2017asp,Saint-Quentin NBE8A0A261AndoverAve.,"95EastArcadiaSt.Lachute,QCJ8H9G4",15032015,17032015
3123054,,x2017bcj,Appalaches QCG0R4C78435RockawayCircle,"Cranbrook,BCV1C6H68691FultonStreet",2092020,5092020
2442836,,x2017abu,Boiestown NBE6A4C48592S.RidgeviewStreet,"95EastArcadiaSt.Lachute,QCJ8H9G4",15062017,17062017
3297427,,x2016anh,972LibertyStreetCobourg ONK9A8A7,"LaSarre,QCJ9Z5N33GlenholmeCourt",2022018,5022018
3744718,,x2016asw,Stouffville ONL4A9V38903WestMeadowCourt,"DufferinCounty,ONL0N0L985CrescentLane",6022020,9022020
3639314,,x2017auh,Elgin ONN0L7P922DunbarSt.,"7569YoungLaneWhiteRock,BCV4B7H9",4082019,7082019
3417441,,x2015acp,WestElmwoodSt.Val-d'Or QCJ9P7P7,"LaSarre,QCJ9Z5N33GlenholmeCourt",13072015,
2751329,,x2015ajp,Albanel QCG8M5B69HawthorneSt.,"Bromont,QCJ2L7R5874WestBohemiaRd.",19012020,22012020
2703869,,x2016bel,HantsCounty NSB0N8H5764SnakeHillDrive,"Albanel,QCG8M5B69HawthorneSt.",10052019,13052019
2469897,,x2015afj,747WoodlandAve.St.George NBE5C9X3,"Dauphin,MBR7N1N54EastChestnutStreet",12015,3012015
3377981,,x2017ahc,Delhi ONN4B8N59108OakwoodRd.,"Cranbrook,BCV1C6H68691FultonStreet",1002018,4002018
2438103,,x2019bhg,522AddisonCourtUnit77,"Bromont,QCJ2L7R5874WestBohemiaRd.",10032020,13032020
3848254,,x2017azp,Manitoulin ONP0P3C37985AcademyDrive,"Listowel,ONN4W4G92GlendaleSt.",20082019,23082019
4488014,,x2018bgp,42PrimroseSt.Chelsea QCJ9B6T4,"Appalaches,QCG0R4C78435RockawayCircle",3032018,6032018
3868287,,x2015bao,296W.YoungDriveQuesnel BCV2J8V4,"Saint-Prime,QCG8J3T59407LongfellowSt.",18012015,21012015
2429736,,x2015avk,CampobelloIsland NBE5E7V99933GreenviewSt.,"692ThirdDr.Selkirk,MBR1A9S4",19112016,22112016
3537445,,x2015bjw,LaBaie QCG7B7N28861DepotSt.,"Taber,ABT1G6G283SouthIroquoisSt.",10082016,13082016
2951471,,x2019aqv,NewGlasgow NSB2H6R17005S.BrandywineDrive,"Antigonish,NSB2G8T97RockvilleSt.",10002018,13002018
3208498,,x2020blr,Gananoque ONK7G8R58044LoganStreet,"FortSt.John,BCV1J1Y4838WalnutSt.",2032018,5032018
4364704,,x2015bew,530WestTalbotDriveKentville NSB4N5E6,"947SouthamptonCourtIngersoll,ONN5C2E9",19112018,22112018
4530684,,x2019bdk,Taber ABT1G6G283SouthIroquoisSt.,"Stouffville,ONL4A9V38903WestMeadowCourt",4042015,7042015
2866909,,x2017bkg,Albanel QCG8M5B69HawthorneSt.,"KananaskisCountry,ABT0L5L530OakMeadowAve.",7062018,10062018
2476798,,x2014bjt,Kincardine ONN2Z1S68037E.RaceAve.,"Albanel,QCG8M5B69HawthorneSt.",9022018,12022018
3431175,,x2019bbz,NewGlasgow NSB2H6R17005S.BrandywineDrive,"91OverlookAve.Saint-Antoine,NBE4V9J8",20092016,23092016
2473067,,x2019bml,Gasp'e9sie-Sud QCG0C8B8718LeatherwoodSt.,"Nepean,ONK2G5X2735PendergastStreet",10082020,13082020
3578911,,x2014aox,7569YoungLaneWhiteRock BCV4B7H9,"Thompson,MBR8N3R46PurpleFinchDr.",5112020,8112020
3158161,,x2015aiq,DorvalOutskirts QCH9P9S57564LongbranchRd.,"62RidgeStreetBoucherville,QCJ4B5S2",13072019,15072019
4329646,,x2020bhi,95EastArcadiaSt.Lachute QCJ8H9G4,"Elgin,ONN0L7P922DunbarSt.",1002018,4002018
3020154,,x2019akv,YoungsCove NBE4C9R753EdgewoodSt.,"Collingwood,ONL9Y4K733LindaSt.",4082015,7082015
4255389,,x2016alo,425E.KetchHarbourDr.FortFrances ONP9A3V9,"Hampton,NBE5N4X645SheffieldAve.",16102020,19102020
4412037,,x2015bbi,CampobelloIsland NBE5E7V99933GreenviewSt.,"FortSt.John,BCV1J1Y4838WalnutSt.",6062015,9062015
3243020,,x2015bho,8953NorthSpruceSt.Masson-Angers QCJ8M6L5,"Courtice,ONL1E5G58973WestMilesAve.",4072018,7072018
4456267,,x2016bgm,8829SE.SummerhouseDr.Laval-des-Rapides QCH7N0J3,"Carbonear,LBA1Y5H172ParkerDr.",18092019,21092019
4328226,,x2017ayh,Thompson MBR8N3R46PurpleFinchDr.,"LaBaie,QCG7B7N28861DepotSt.",19112016,22112016
2887318,,x2017bbm,DorvalOutskirts QCH9P9S57564LongbranchRd.,"91OverlookAve.Saint-Antoine,NBE4V9J8",14112018,16112018
2722714,,x2019aur,Dauphin MBR7N1N54EastChestnutStreet,"YoungsCove,NBE4C9R753EdgewoodSt.",13012018,15012018
3268499,,x2017azc,LaSarre QCJ9Z5N33GlenholmeCourt,"Joliette,QCJ6E6E87905SpringAve.",17002019,20002019
2796624,,x2017blv,530WestTalbotDriveKentville NSB4N5E6,"Appalaches,QCG0R4C78435RockawayCircle",5052020,8052020
3238584,,x2016baz,296W.YoungDriveQuesnel BCV2J8V4,"L'Erable,QCG0Y8C4456LakeviewRoad",15042016,18042016
3583720,,x2016abz,WestElmwoodSt.Val-d'Or QCJ9P7P7,"64MeadowbrookCourtMont'e9r'e9gie-Est,QCJ0J4P7",32016,3032016
3390662,,x2017awz,ChristmasIsland NSB1T9G077CoffeeDr.,"Athabasca,ABT9S6Y4886WakehurstSt.",8032017,11032017
2595636,,x2019bjl,Thompson MBR8N3R46PurpleFinchDr.,"725CarriageCircleDoaktown,NBE9C8T4",6032017,9032017
4181331,,x2015adx,Joliette QCJ6E6E87905SpringAve.,"JuandeFucaShore,BCV0S8H97707UniversityCourt",8102020,11102020
2743785,,x2017ahc,Delhi ONN4B8N59108OakwoodRd.,"Listowel,ONN4W4G92GlendaleSt.",20022018,23022018
3343714,,x2015ase,Sainte-Julie QCJ3E1G288RyanAve.,"FortSt.John,BCV1J1Y4838WalnutSt.",10112015,13112015
3394401,,x2014ble,Elgin ONN0L7P922DunbarSt.,"Lepreau,NBE5J0E3486UnionStreet",1102018,4102018
3944744,,x2018arc,Taber ABT1G6G283SouthIroquoisSt.,"91OverlookAve.Saint-Antoine,NBE4V9J8",11022019,14022019
3040324,,x2015ana,Torbay LBA1K2E09812E.3rdAve.,"Thompson,MBR8N3R46PurpleFinchDr.",17012015,20012015
3361719,,x2015bhu,Maple ONL6A0N79569CemeteryAve.,"Taber,ABT1G6G283SouthIroquoisSt.",15012016,17012016
3598410,,x2020agc,762TempleSt.LaPlaine QCJ7M5E7,"Delhi,ONN4B8N59108OakwoodRd.",15112019,18112019
4064387,,x2019adt,DeerIsland NBE5V7G371LivingstonSt.,"QueensCounty,NSB0T0L851PiperStreet",5072019,8072019
3654249,,x2018awu,KananaskisCountry ABT0L5L530OakMeadowAve.,"947SouthamptonCourtIngersoll,ONN5C2E9",11062015,14062015
4502648,,x2015bfo,64MeadowbrookCourtMont'e9r'e9gie-Est QCJ0J4P7,"62RidgeStreetBoucherville,QCJ4B5S2",19112017,22112017
4078303,,x2016blo,DufferinCounty ONL0N0L985CrescentLane,"Caraquet,NBE1W5K43KirklandRd.",8032018,11032018
2642064,,x2015bce,Listowel ONN4W4G92GlendaleSt.,"FortSt.John,BCV1J1Y4838WalnutSt.",4092017,7092017
3033944,,x2014ahg,530WestTalbotDriveKentville NSB4N5E6,"Cap-Rouge,QCG1Y8A4169EastValleyViewSt.",15052020,18052020
3582106,,x2020adc,LaBaie QCG7B7N28861DepotSt.,"Kingston,ONK7K2M8370GoldenStarAve.",1032019,4032019
3557353,,x2018ael,Dauphin MBR7N1N54EastChestnutStreet,"Torbay,LBA1K2E09812E.3rdAve.",12072016,15072016
2448524,,x2014abw,LaBaie QCG7B7N28861DepotSt.,"LaSarre,QCJ9Z5N33GlenholmeCourt",15042018,17042018
3792235,,x2018agh,Cap-Rouge QCG1Y8A4169EastValleyViewSt.,"Woodstock,NBE7M9X97380MeadowAve.",15092020,18092020
3283220,,x2015afj,747WoodlandAve.St.George NBE5C9X3,"FortSt.John,BCV1J1Y4838WalnutSt.",20072019,23072019
3739569,,x2017bib,725CarriageCircleDoaktown NBE9C8T4,"Laterri'e8re,QCG7N4R11GrandStreet",20052018,23052018
3762483,,x2017aij,NewGlasgow NSB2H6R17005S.BrandywineDrive,"Delhi,ONN4B8N59108OakwoodRd.",32018,3032018
3489492,,x2019ajb,8829SE.SummerhouseDr.Laval-des-Rapides QCH7N0J3,"Listowel,ONN4W4G92GlendaleSt.",11052017,14052017
3434027,,x2014bjn,Boiestown NBE6A4C48592S.RidgeviewStreet,"Appalaches,QCG0R4C78435RockawayCircle",15072017,18072017
4056076,,x2016bik,7569YoungLaneWhiteRock BCV4B7H9,"DeerIsland,NBE5V7G371LivingstonSt.",13112019,15112019
3581941,,x2014ble,Elgin ONN0L7P922DunbarSt.,"Boiestown,NBE6A4C48592S.RidgeviewStreet",11072019,14072019
4329135,,x2014amn,Maple ONL6A0N79569CemeteryAve.,"62RidgeStreetBoucherville,QCJ4B5S2",5082019,8082019
2509366,,x2016bbw,68KetchHarbourSt.Duncan BCV9L4V1,"762TempleSt.LaPlaine,QCJ7M5E7",15042018,18042018
3634246,,x2017aam,856FranklinSt.Metchosin BCV9C9G8,"7231SycamoreSt.HollandLanding,ONL9N9A0",6102020,9102020
3465699,,x2019bdj,Stouffville ONL4A9V38903WestMeadowCourt,"L'Erable,QCG0Y8C4456LakeviewRoad",9072016,12072016
3570277,,x2020bcw,972LibertyStreetCobourg ONK9A8A7,"Penticton,BCV2A1C437HarveyRd.",14052019,16052019
4405414,,x2018afy,Maple ONL6A0N79569CemeteryAve.,"947SouthamptonCourtIngersoll,ONN5C2E9",13102020,15102020
2788376,,x2018atm,L'Erable QCG0Y8C4456LakeviewRoad,"Antigonish,NSB2G8T97RockvilleSt.",15112020,18112020
2605252,,x2015ajv,Athabasca ABT9S6Y4886WakehurstSt.,"WestElmwoodSt.Val-d'Or,QCJ9P7P7",42017,3042017
2375872,,x2018asq,Antigonish NSB2G8T97RockvilleSt.,"62RidgeStreetBoucherville,QCJ4B5S2",3062016,6062016
4177084,,x2017aor,TourdelaBourse QCH4Z6J4794W.MonroeStreet,"Manitoulin,ONP0P3C37985AcademyDrive",9012018,12012018
3221532,,x2018axp,Cranbrook BCV1C6H68691FultonStreet,"KananaskisCountry,ABT0L5L530OakMeadowAve.",10092020,13092020
2690785,,x2016ach,Athabasca ABT9S6Y4886WakehurstSt.,"Woodstock,NBE7M9X97380MeadowAve.",102015,3102015
4301635,,x2020bkb,51ArcadiaSt.Debec NBE7N7L2,"Gasp'e9sie-Sud,QCG0C8B8718LeatherwoodSt.",19062018,22062018
4209106,,x2015ato,DeerIsland NBE5V7G371LivingstonSt.,"Antigonish,NSB2G8T97RockvilleSt.",2022020,5022020
3572177,,x2018aue,Rivi'e8re-du-Loup QCG5R4V167AirportAve.,"'celes-Laval,QCH7Y5B648AndoverStreet",15052018,18052018
4192686,,x2020ayf,Nepean ONK2G5X2735PendergastStreet,"DeerIsland,NBE5V7G371LivingstonSt.",9072016,12072016
2468808,,x2019aqv,NewGlasgow NSB2H6R17005S.BrandywineDrive,"Hampton,NBE5N4X645SheffieldAve.",12012015,15012015
4075224,,x2014bdx,Comox BCV9M6C584BrownSt.,"Stouffville,ONL4A9V38903WestMeadowCourt",20062016,23062016
3989402,,x2017bdb,Nepean ONK2G5X2735PendergastStreet,"Antigonish,NSB2G8T97RockvilleSt.",92020,3092020
3866680,,x2016bdl,Thompson MBR8N3R46PurpleFinchDr.,"Kingston,ONK7K2M8370GoldenStarAve.",17062017,20062017
3826665,,x2015ato,DeerIsland NBE5V7G371LivingstonSt.,"Courtice,ONL1E5G58973WestMilesAve.",11002015,14002015
4232085,,x2016afc,WestElmwoodSt.Val-d'Or QCJ9P7P7,"9810FairgroundAvenueGreely,ONK4P4M4",15022018,17022018
2372507,,x2018agr,Morden MBR6M3K29314CanterburyAve.,"42PrimroseSt.Chelsea,QCJ9B6T4",18062019,21062019
4324764,,x2017afw,1SummerhouseSt.Ste.Anne MBR5H7K4,"DeerIsland,NBE5V7G371LivingstonSt.",20082019,23082019
2840474,,x2014bfm,Stouffville ONL4A9V38903WestMeadowCourt,"64MeadowbrookCourtMont'e9r'e9gie-Est,QCJ0J4P7",102020,3102020
2871404,,x2016bgm,8829SE.SummerhouseDr.Laval-des-Rapides QCH7N0J3,"Thompson,MBR8N3R46PurpleFinchDr.",6092019,9092019
3242516,,x2014adf,Centreville NBE7K8H4564W.PhilmontSt.,"MeadowLake,SKS9X9V3866SutorStreet",6022020,9022020
4438068,,x2014bke,22UnionSt.Louisbourg NSB1C5K5,"530WestTalbotDriveKentville,NSB4N5E6",17002017,20002017
3050957,,x2016axt,'celes-Laval QCH7Y5B648AndoverStreet,"Trail,BCV1R9T949N.ChurchDr.",9042019,12042019
3703903,,x2016bey,Gananoque ONK7G8R58044LoganStreet,"Courtice,ONL1E5G58973WestMilesAve.",6082018,9082018
3835448,,x2019bbs,Kincardine ONN2Z1S68037E.RaceAve.,"Vermilion,ABT9X7N37568ThompsonStreet",19012020,22012020
4215187,,x2017bci,692ThirdDr.Selkirk MBR1A9S4,"Carbonear,LBA1Y5H172ParkerDr.",18052017,21052017
4338872,,x2015aaw,7231SycamoreSt.HollandLanding ONL9N9A0,"Caraquet,NBE1W5K43KirklandRd.",1032015,4032015
3379342,,x2017ajd,762TempleSt.LaPlaine QCJ7M5E7,"'celes-Laval,QCH7Y5B648AndoverStreet",13082020,15082020
